target,target
កំពុងមើល h&a!ទទួលបានរូបថតថ្មីសម្រាប់បន្ទប់របស់ខ្ញុំកំពុងរង់ចាំ Ulise ទៅផ្ទះ។,neutral
I have been playing skate for two hours. Now i need to get out and actually skate. But it`s too late,negative
ប្រសិនបើដ្រាយត្រូវបានច្រានចោលដោយស្វ័យប្រវត្តិនូវឌីសដែលគាំទ្រ (ឧ. CD-R) ហើយអ្នកមិនអាចចាប់ផ្ដើមពីឌីសបានទេ វាជាពេលវេលាសម្រាប់ AppleCare,neutral
omfg. one of the worst days ever!,negative
i love the dreambears!.. i want a **** best friend!,positive
ROFL - ខ្ញុំផងដែរ។,neutral
_louise bless ya... ខ្ញុំដឹងថាអារម្មណ៍នោះល្អណាស់!,positive
ធ្វើការកំឡុងពេលបញ្ចប់ការសិក្សា។ខ្មាស់គេមែន។,negative
Penguins ឈ្នះក្នុង OT ប្រហែលជាហេតុអ្វីបានជាអ្នករវល់។មួយប្រកួតទៀតដើម្បីឈ្នះ។,neutral
Dang ខ្ញុំគួរតែជាប់គាំងជាមួយគាត់ក្នុងការជ្រើសរើស Fantasy របស់ខ្ញុំ,neutral
...អូ។hahahahahaha ប៉ុន្តែអត់ទេ ខ្ញុំប្រាប់បុគ្គលិកដែលរង់ចាំថា ពួកគេមើលទៅអស្ចារ្យគ្រប់ពេល វាជារឿងដែលស្រួលធ្វើបំផុត,positive
រថភ្លើងក្រោមដី ខ្ញុំនឹងទៅរថភ្លើងក្រោមដី .... ស្រឡាញ់វា!ញ៉ាំវាញឹកញាប់ពេលខ្ញុំនៅ New Zealand...,positive
ថ្ងៃទី 15 ខែមិថុនា តើអ្នកនឹងទៅចុះហត្ថលេខានៅថ្ងៃទី 18 ខ្ញុំគិតថាវាមែនទេ?x,neutral
តើអ្នកកំពុងរចនាអ្វី?,neutral
"ឬ Green Day: មហាវិថីនៃក្តីសុបិន្តដែលខូច, រារាំង: បបូរមាត់របស់ទេវតា, Howie Day: បុក - នោះគឺជាបទចម្រៀងដ៏ល្អ។",positive
ទស្សនា snl ព្រោះតែស្រលាញ់ជីវិតខ្ញុំ hosting,positive
១១:១១ ខ្ញុំបានសំរេចបំណងមួយ។,neutral
ស្តាប់ Maylene ហើយឆ្ងល់ថាហេតុអ្វីបានជាខ្ញុំមិនអាចដកដុំដែកភាគខាងត្បូងដ៏ត្រជាក់ជាច្រើនដូចពួកវា,negative
Tony កំសត់ណាស់ មកលេង Scrabble លើ facebook!,negative
ស្ញប់ស្ញែង,neutral
តាមខ្ញុំ??,neutral
ខ្ញុំចូលចិត្តរបស់ App ទាំងនេះ វាល្អមែនទែន bro ។,positive
អា!ហ្គោតឆា។មែនហើយ ខ្ញុំចង់ដឹងចង់ឮថាអ្នកគិតយ៉ាងណាចំពោះ Wolverine នៅពេលនោះ។(ប្រសិនបើអ្នកពិតជាបានទៅនិងបានឃើញវា) ។,positive
យប់​នេះ​ចង់​ធ្វើ​អ្វី​មួយ​ក្រោយ​ពី​ធ្វើ​ការ​ តែ​អត់​ដឹង​ធ្វើ​អី​ទេ...,neutral
ឡានរបស់ខ្ញុំមានសំឡេងរោទិ៍ & immobilizer ដូច្នេះវាធ្វើឱ្យវាស្មុគស្មាញមិនគួរឱ្យជឿនិងថ្លៃដើម!ខ្ញុំ​គ្មាន​លេខ​កូដ​សម្រាប់ immobiliser ទេ។,negative
សួស្តី TwitterFon ។ខ្ញុំរីករាយណាស់ដែលអ្នកត្រលប់មកវិញ,positive
ខ្ញុំគិតថាអ្នកគួរធ្វើតាមខ្ញុំ។ដូចដែលខ្ញុំមានតែអ្នកដើរតាម។សូមតាមដានខ្ញុំ,positive
ម្រាមដៃឆ្លងកាត់សម្រាប់អ្នក។,neutral
៖ អស្ចារ្យ។ប្រាប់ខ្ញុំថាតើវាល្អទេ។ខ្ញុំប្រហែលជាមើលវា។,positive
"@ MGM grand, mraz នៅលើឆាក!មិនមានឧបករណ៍បើកខាងក្រោយទ្វេដងទេ។អនុស្សាវរីយ៍ចាស់ៗជាច្រើនបានហូរត្រលប់មកវិញ",positive
មិនច្រើនទេ... ហ៊ឺម ផលិតផលនៅអាមេរិក មិនមែននៅកាណាដា??Idk តើអ្នកមាន covergirl ទេ?,neutral
ជិតរួចរាល់ហើយសម្រាប់បេតាថ្មី.... រហូតដល់យើងរកឃើញបញ្ហាដែលកំពុងដំណើរការ សូមរង់ចាំ។,negative
*ឱប* ហេតុអ្វី?,neutral
@ បងប្អូនស្រីរបស់ខ្ញុំយំស្រក់ទឹកភ្នែក ប្តីហៅមកពីប្រទេសអ៊ីរ៉ាក់ បាននិយាយរយៈពេល 2 នាទីបានឮសំឡេងលេចចេញពីផ្ទៃខាងក្រោយ ហើយការហៅទូរសព្ទក៏ធ្លាក់ចុះ។,negative
ផ្ទះរបស់ខ្ញុំក្រៀមក្រំណាស់ មើលទៅដោយគ្មានគ្រឿងសង្ហារឹម ពូកខ្យល់នៅក្នុងនោះអស់រយៈពេល 2 យប់ ហើយបន្ទាប់មកខ្ញុំត្រូវបានផ្លាស់ប្តូរជាផ្លូវការពី Knoxville ។,negative
អូហូ... វាក្លាយជាពណ៌ប្រផេះម្តងទៀតនៅទីនេះ។ខ្ញុំសង្ឃឹមថាវាមិនមែនជា 'ផ្កាឈូកដែលលេចឡើង' នៅតាមផ្លូវនោះទេ។,negative
នារីដែលអ្នកដឹងថាភាពស្រស់ស្អាតមានតម្លៃ,neutral
ពុកម៉ែខ្ញុំ!6 headshots inna row?ខ្ញុំនៅលើ fyaaahhh!,negative
វាជាការចាប់ផ្តើម និងចុងបញ្ចប់នៃរដូវក្តៅរបស់ខ្ញុំជាផ្លូវការ។អូសាលារដូវក្តៅ,neutral
អូយ... ចូលចិត្តណាស់!!ប៉ុន្តែគួរឲ្យស្តាយ ខ្ញុំមិនត្រូវបានដេញថ្លៃនៅ #twpp យប់នេះទេ។,negative
ខ្ញុំចាប់អ្នកនៅវិនាទីចុងក្រោយ,neutral
អុញ។ជើង​ខ្ញុំ​មាន​អារម្មណ៍​ថា​នឹង​ធ្លាក់​ចេញ។,negative
ចូលគេង ស្អែកទៅកូរ៉េវិញ។,neutral
 Hell yes. I`m too late.,negative
ប្រហែល​ជា​ពួកគេ​មើល​ឃើញ​ថា​វា​ជា​កំណែ Twitter នៃ​ការ​ទាញ​សក់​របស់​អ្នក​ណា​ម្នាក់?ប្រាប់ខ្ញុំថាតើវាដំណើរការសម្រាប់អ្នកឬអត់។,negative
ខ្ញុំកំពុងផ្សាយពាណិជ្ជកម្ម 4 មូលដ្ឋានគ្រឹះ Make-A-Wish ហើយខ្ញុំមិនអាចរកឃើញរូបថតក្មេងៗដែលមើលទៅជិតស្លាប់ទេ... នោះជារឿងល្អសម្រាប់កុមារ,neutral
សួស្តី Isla!ខ្ញុំសង្ឃឹមថាវាធ្វើផងដែរ។,positive
នៅសល់តែ ៥ នាទីទៀត ទើបកូនខ្ញុំចេញពីធ្វើការ,neutral
ត្រូវការភីហ្សាខ្លះ...មិនអាចចេញពីការិយាល័យបានទេ។,neutral
Bollywood fims & egyptian tea,neutral
ខ្ញុំ​កំពុង​មាន​ការ​ស្រេក​ឃ្លាន​ការ​ជក់​បារី​យ៉ាង​ខ្លាំង... ចូល​ទៅ​ផ្ទះ​បាយ ទុក​ឱ្យ​អ្នក​មិន​ជក់​បារី​ឡើង​ទម្ងន់​ចាប់​ផ្ដើម,neutral
ខូចចិត្តខ្លាំង!!!,negative
ដំបង​និង​ថ្ម​អាច​នឹង​បាក់​ឆ្អឹង​ខ្ញុំ... ប៉ុន្តែ​ពាក្យ​សម្ដី​នឹង​ឈឺ​ចាប់​ជា​រៀង​រហូត។,negative
ដល់ម៉ោងហើយ ត្រៀមទៅធ្វើការ,neutral
ហេ Kevin!មែនហើយ មួយនេះនឹងពិបាកណាស់ - មិនដេកច្រើនទេ។អូ៎ នៅសល់តែ 8 ម៉ោងទៀតទេ,negative
អូទេ!!!!!ភ្លៀងធ្លាក់លើក្បួនដង្ហែរសមុទ្រពិភពលោក http://yfrog.com/0wvnpj,negative
ខ្ញុំស្រលាញ់ Please Don't Leave Me by Pink!,neutral
អរគុណសម្រាប់ចម្លើយដែលខ្ញុំឆ្ងល់ពេញមួយសប្តាហ៍,positive
back time.  I wish I was a teenager again. I wish I could feel healthy again. I can`t remember what it`s like to feel healthy anymore.,negative
ខ្ញុំដែរ!ខ្ញុំចង់និយាយថាអ្នកណា unfollow,positive
@_NyLana_ អេ!រីករាយថ្ងៃបុណ្យម្ដាយ!,positive
ដំណាក់កាលទី 2 បានជោគជ័យ។ការរកឃើញដោយខ្លួនឯងគឺសំខាន់ណាស់។ដំណាក់កាលទី 3 នៅសល់តែប៉ុន្មាននាទីប៉ុណ្ណោះ។ឡូយ និង ឡូយណាស់កូន!ស្រែក 2 'D' មែនហើយ!,positive
_preet haha ​​ហេតុផលមួយក្នុងចំណោមហេតុផលជាច្រើនដែលខ្ញុំស្រលាញ់អ្នក។,positive
ស្វាគមន៍ជានិច្ចសម្លាញ់!*អោប*,positive
ថ្ងៃចុងក្រោយនៃកម្មវិធីទូរទស្សន៍ជាមួយសហការីរបស់យើងពីទីក្រុងស៊ីដនី ប៉ារីស ទីក្រុងឡុងដ៍...,neutral
_tweets ខ្ញុំប្រាថ្នាថាខ្ញុំអាចនៅទីនោះ ដើម្បីផ្តល់ការឱបដ៏ធំបំផុតដល់អ្នកនៅពេលនេះ។ខ្ញុំសុំទោស ខ្ញុំមិនអាចនឹកស្មានថាវាឈឺចាប់ប៉ុណ្ណាទេ។,neutral
លឿនពេកហើយសម្រាប់ខ្ញុំ ហើយចង់ញ៉ាំអាហារថ្ងៃត្រង់ល្អ... មានពេលល្អ។,positive
 Is It The Bit Where Hollie Started Crying?,neutral
ទីបំផុត​ទៅ​ផ្ទះ​វិញ​បន្ទាប់​ពី​ញ៉ាំ​អាហារ​ពេល​ល្ងាច និង​ផឹក​ស៊ី​ជាមួយ​មិត្តភ័ក្ដិ។ចូលគេងហើយ សង្ឃឹមថាគ្រែមិនវិលពេក,positive
ហេហេហេហេ,positive
បន្ទាប់មកឈប់ស្នាក់នៅពេញមួយយប់,neutral
ខ្ញុំទើបតែបានស្តាប់ 2 'មិនអីទេ' វាល្អណាស់ ខ្ញុំចូលចិត្តវា .. ខ្ញុំបានគិតអំពីអាបថូម៉ាសពេញមួយបទទាំងមូល .. luv ya,positive
 I am soooo disapoointed I couldn`t make it  I will be there next time! Glad it was productive.,neutral
ទើបតែចូល Twitter ហេហេ,neutral
_dubs ជេរអ្នកអ្នកស្រុក igloo!!,negative
ហាហាហាហាហាហា.. សង្ឃឹមថាអ្នកនឹងចូលចិត្ត,positive
_លី ខ្ញុំស្រលាញ់ហើយនឹកអានី!!,neutral
អូ អតីតមិត្តរួមបន្ទប់របស់ខ្ញុំនឹងចាកចេញនៅថ្ងៃនេះ,neutral
is awake.  Still feeling sick.     But I got the blog done at least. http://plurk.com/p/x17t9,positive
នាំខ្ញុំទៅជាមួយអ្នក eric,neutral
Today felt so much more crazy than it was!!  I digg the new addition to the family! there pretty cool,positive
រាត្រី​សប្បាយ​ចៃដន្យ ឥឡូវ​ខ្ញុំ​នៅ​ផ្ទះ.. រីករាយ​ថ្ងៃ​បុណ្យ​ម្ដាយ!,positive
ខ្ញុំយល់ស្របនឹងមកទីក្រុងកង់បេរ៉ា!យើង​គឺ​ជា​អ្នក​រ៉ាដា​បំផុត​!,positive
 Skinny dipping with work colleagues?!  Maybe not.  I`d never live it down with this lot!,negative
 finished listening to Last Days of Krypton`s audio book! Loved it...so sad though...,neutral
ការ​ព្យាបាល​ដ៏​កម្រ​មួយ​ដែល​យើង​កម្រ​នឹង​កើត​ឡើង​ហើយ​នៅ​ដើម​ដំបូង!ប៉ុន្តែយើងអាចបង្កើតកណ្តឹងបើកនៅ PDX Farmers Mkt ជាគោលដៅថ្មី។,positive
ស្លាប់ដើម្បីទទួលបានដៃរបស់ខ្ញុំនៅលើប្រអប់ឌីវីឌីការវិនិច្ឆ័យឃាតកម្មប៉ុន្តែក្មេងៗដែលគួរឱ្យខ្លាចទាំងនោះនៅ Amazon នៅតែមិនបញ្ជូនទៅហ្ស៊ីមបាវ៉េ,negative
អរគុណអតិថិជន Japa Dog ថ្មីទាំងអស់គ្នា!ធ្វីតធឺ ផ្សព្វផ្សាយ!យើងចូលចិត្តអតិថិជនថ្មី។,positive
- ខ្ញុំបានអានវាដូចខាងក្រោមៈ 'ខ្ញុំជាអ្វី?!តើ​ខ្ញុំ​បាន​ធ្វើ​អ្វី?បាទ នាងគឺសាមញ្ញណាស់។ខ្ញុំក៏នឹកអ្នកដែរ...',neutral
ឡូយថ្មីទើបតែផ្ញើមកខ្ញុំដោយនិយាយថា 'អរគុណសម្រាប់អ៊ីមែល' ប៉ុន្តែមិនបានឆ្លើយនឹងសំណួររបស់ខ្ញុំទេ ប្រហែលជាត្រូវរកមើលឡូយថ្មីជាងឥឡូវនេះ,neutral
_Fur_Laxis វាធ្វើឱ្យខ្ញុំមានអារម្មណ៍ថាឈឺរាងកាយ។ខ្ញុំបានអាន Let The Right One In ហើយគ្រាន់តែភ័យរន្ធត់ដោយអំពើហិង្សាឆ្មា។គ្រាន់តែគួរឱ្យរន្ធត់,negative
ទុក្ខ​សោក​ល្អ​!ខ្ញុំ​មិន​អាច​និយាយ​អ្វី​បាន​ច្រើន​ទេ ខ្ញុំ​បាន​បើក​ឡាន​ទៅ​ផ្ទះ​ពី Martin តាម​រយៈ IKE កាល​ពី​រដូវ​ស្លឹក​ឈើ​ជ្រុះ​មុន។ចាប់អារម្មណ៍ស្តាប់គាត់និយាយ!,neutral
ខ្យល់ព្យុះនៅខាងក្រៅ,neutral
ក្នុងនាមជាអ្នកអានត្រឹមត្រូវ ខ្ញុំត្រូវតែយល់ព្រមជាមួយអ្នក 100%!,positive
ទើបតែបញ្ចប់ការមើល Star Trek នៅក្នុង IMAX ។..អាចមើលវាពេញមួយយប់។..រស់នៅបានយូរនិងរុងរឿង,positive
បាទ ខ្ញុំ​បាន​កត់​សម្គាល់​ថា​ខ្ញុំ​នឹក Spender។ប៉ុន្តែអ្នកបាននៅជិតគាត់។តើ​អ្នក​កាន់​យ៉ាង​ណា?,negative
ម៉ាក់​ខ្ញុំ​ទើប​មក​ផ្ទះ ទីបំផុត​គាត់​យក​ខ្សែ​ហ្គីតា​មក​ឲ្យ​ខ្ញុំ!យាយ!,positive
អាហារថ្ងៃត្រង់ថ្ងៃម្តាយដំបូងជាមួយគ្រួសារ,neutral
ខ្ញុំ​មិន​មាន​អារម្មណ៍​អាក្រក់​ពេក​ទេ ប៉ុន្តែ​មិន​ប្រាកដ​ថា​ខ្ញុំ​គួរ​បញ្ជាក់​ពី​អ្វី​នោះ​ទេ។អាចជាថ្នាំផ្តាសាយ និងផ្តាសាយគេង;ជាតិអាល់កុល;ឬកាន់តែប្រសើរឡើង ...,neutral
ហាហា អ្នកជាម្ចាស់ lab.hr ខ្ញុំជាម្ចាស់ lab.ba ហាក់ដូចជាយើងគិតតាមរបៀបស្រដៀងគ្នា,positive
រូបភាពនេះធ្វើអោយខ្ញុំស្រក់ទឹកភ្នែក http://www.twitpic.com/671w1,negative
ហ៊ឺយ!,positive
គ្រាន់តែចុចពាក្យ 3000 សម្រាប់កំណត់សម្គាល់ភូមិសាស្ត្ររបស់គាត់ ហើយខ្ញុំមិនបានធ្វើវាសម្រាប់ GCSE ទេ?មានន័យថា ពេលដែលខ្ញុំធ្វើទំព័រប្រវត្តិសាស្ត្រ,neutral
វាជាការចាប់ផ្តើមមិនល្អចំពោះថ្ងៃដែលអ្នកបែកញើសគូទមុនម៉ោង 0930 នៅជួរ,negative
ហេ1!ធ្វើកាលពីម្សិលមិញគឺជាពិធីជប់លៀងរបស់ខ្ញុំហើយវាល្អបំផុត។ខ្ញុំចង់ត្រលប់ទៅពេលវេលាវិញ :] ខ្ញុំនឹករាល់ការរើសថ្មីឆាប់ៗនេះ myspace.com/risound,neutral
តើមានអ្វីកើតឡើងជាមួយនាង???ម៉េចក៏នាងប្លែកម្ល៉េះ???,negative
"Heading to the office through a very quiet Stockholm, at least its not sunny",neutral
តើខ្ញុំអាចរំពឹងអ្វីទៀតពីអ្នក?អ្នកមិនដែលបរាជ័យក្នុងការធ្វើឱ្យខ្ញុំបរាជ័យឡើយ។,negative
បិទអ៊ីនធឺណិតឥឡូវនេះ សរសេរវា,neutral
**** ខ្ញុំបានបរាជ័យក្នុងការប៉ុនប៉ងធ្វើឃាតរបស់ខ្ញុំលើ Louis re: http://ff.im/3mrIM,negative
ខ្ញុំ​គិត​ថា​មាន​អ្វី​មួយ​ខុស​ជាមួយ​វីដេអូ វា​ផ្ទុក​ត្រឹម​តែ 40 វិនាទី​ដំបូង​ប៉ុណ្ណោះ។,negative
មិន​ទាន់​មាន​ការ​ហៅ​ទូរសព្ទ... ហ៊ឺម។ប្រហែល​ជា​ការ​ហៅ​ចេញ​ពី​ចុង​បញ្ចប់​របស់​ខ្ញុំ​គឺ​មាន​លំដាប់?ខ្ញុំនឹងរង់ចាំយូរជាងនេះបន្តិច យប់ថ្ងៃព្រហស្បតិ៍ ច្រើនតែជាពេល 'ព្រឺព្រួច' ។,negative
ខ្ញុំឃ្លាន និងត្រជាក់របស់វា។,neutral
រៀនក្មេងប្រុសក្បាលពីរដោយសណ្ឋាគារទឹកដោះគោអព្យាក្រឹត,neutral
ខ្ញុំសុំទោសដែលខ្ញុំធ្វេសប្រហែសអ្នក twitter ។,negative
អង្គុយ​នៅ​ក្នុង​បន្ទប់​គេង​ស្ទើរ​តែ​ទទេ រង់ចាំ Jordan មក​ទទួល​យក​រឿង​ចុង​ក្រោយ ហើយ​និយាយ​លា។គាត់បញ្ចប់ការសិក្សានៅថ្ងៃស្អែក។,neutral
_SRod Shouldn`t you know your National Holidays?,neutral
ចង់អោយអ្នកណាម្នាក់ចំណាយពេលល្ងាចរដូវក្តៅរបស់នាងជាមួយខណៈពេលដែលនាងកំពុងស្ថិតក្នុងអារម្មណ៍ស្ងប់ស្ងាត់ល្អបែបនេះ!,positive
ដល់ម៉ោងបាយថ្ងៃត្រង់ មិនអាចរង់ចាំបានទេ។ខ្ញុំទៅ Mcd's,neutral
តើ **** ធ្វើដូចម្តេច 2833 បទ បំពេញ iPod ដែលសន្មត់ថាផ្ទុក 4000?,negative
ខ្ញុំនឹកពួកគេនៅ Red Rocks ។សោកសៅពីរបីថ្ងៃ។,negative
មិនទាន់បានចូលរៀនទេ!!!http://plurk.com/p/wy69d,neutral
នៅទំព័រ 214 នៃ 320 នៃការក្បត់ដោយ P.C.ខាស។ពិតជាចាប់ផ្តើមរីករាយជាមួយស៊េរីនេះ។,positive
មានអ្វីមួយអំពីតំបន់នេះដែលធ្វើឱ្យ tonsils របស់ខ្ញុំហើមជារៀងរាល់ថ្ងៃ។ខ្ញុំមិនយល់ទេ.. ខ្ញុំមានអារម្មណ៍ពិបាកចិត្តបន្តិច។#FF ធ្វើបាន4ហើយ!!,negative
ទើបតែបានមើលរឿង hella home ជាមួយមីង និងពូរបស់ខ្ញុំ។ខ្ញុំនឹកថ្ងៃដែលគ្រួសារយើងទាំងអស់គ្នានៅជាមួយគ្នា,negative
ចុះហត្ថលេខាសម្រាប់ពេលយប់។មើល 'The Reader' ហើយខ្ញុំប្រាកដថាខ្ញុំនឹងផ្អាកនៅពេលណាមួយ។រាត្រីសួស្តីទាំងអស់គ្នា,neutral
ខ្ញុំពិតជាមានកិត្តិយសណាស់ ប្រសិនបើអ្នកអាចពិនិត្យមើលចង្វាក់របស់ខ្ញុំ ប្រហែលជាដំបូន្មានរបស់ sm អំពីអ្វីដែលខ្ញុំត្រូវធ្វើ 2 ធ្វើអោយប្រសើរឡើងនូវសម្លេងទាំងមូលនៃតន្ត្រីរបស់ខ្ញុំ,positive
អូហូ ខ្ញុំភ្លេចប្រាប់អ្នកកាលពីយប់មិញថា ពេលខ្ញុំនៅប៉មអាល់តុន ខ្ញុំបានប៉ះត្រីឆ្លាម វាអស្ចារ្យណាស់!!!!វាមិនមែនជារឿងដ៏ធំនោះទេ។,positive
its weird how thinking about may 2nd totally changed my crappy mood to happiness...i miss  so much,positive
រំសាយមេដៃ = ឈឺចាប់ជាងការដកម្រាមជើងចេញ។ខ្ញុំ​ត្រូវ​បាន​រំឭក​ពី​រឿង​នេះ​នៅ​ថ្ងៃ​នេះ (អរគុណ​ដោយ​ម្រាម​ជើង​របស់​ខ្ញុំ) ។នៅតែមានអារម្មណ៍ចម្លែក,negative
បើកឡានទៅផ្ទះ សង្ឃឹមថានឹងអាចសម្រេចបាន!http://myloc.me/21SL,positive
Catt ខ្ញុំស្រលាញ់រូបភាពលំនាំដើមរបស់អ្នកទាំងស្រុង!អ្នក​ហាក់​ដូច​ជា​អ្នក​ម្តាយ​សប្បាយ​ចិត្ត​!,positive
Friday Night Magic កាលពីយប់មិញ ខ្ញុំចាញ់យ៉ាងធ្ងន់ធ្ងរ ខ្ញុំបៀមនឹងសេចក្តីព្រាង,neutral
ចងចាំវិបត្តិពេលវេលា?សាកល្បងវានៅលើ #iPhone,neutral
មែនហើយ ពេញមួយពេល ខ្ញុំស្រក់ទឹកភ្នែក* អស់ពីភ្នែករបស់គាត់..... *swoons គិតអំពីវា*,negative
សរសេរតាំងពីម៉ោង ៦ ល្ងាច ហើយខ្ញុំមានតែ ៣០០ ពាក្យប៉ុណ្ណោះ។មិន​អាច​ជួយ​កែ​សម្រួល​ដូច​ដែល​ខ្ញុំ​សរសេរ។ឈប់ខ្លួនឯងទៅ!អូ ខ្ញុំក៏កំពុងស្រាវជ្រាវដែរ។,neutral
មិនដឹងមាន acc ក្នុង fb ទេ,neutral
"Yeah, that didn`t last long..",neutral
_ កូនទី 4 សូមនៅជាមួយអ្នក,neutral
ហឺនៀ ឈឺ​ជាង​ធម្មតា យប់​នេះ​ខ្ញុំ​មិន​អាច​ចេញ​ក្រៅ​បាន​ទេ!,negative
ពេល​ខ្លះ​ខ្ញុំ​មាន​អារម្មណ៍​ថា​ជា​មនុស្ស​តែ​ម្នាក់​គត់​ក្នុង​លោក​ដែល​គ្មាន iPhone,neutral
how sad was Hollyoaks,negative
ទូរសព្ទ​ចល័ត​មួយ​ទៀត​ថ្ងៃ​ចន្ទ ត្រលប់មកអនឡាញវិញហើយ។មាន​ពីរ​ថ្ងៃ​ដែល​ខ្ញុំ​មិន​បាន​ត្រឡប់​មក​វិញ​។http://tinyurl.com/ra48ye (តាមរយៈ),neutral
"thelma & louise, Good movie.",positive
ព័ត៌មានលម្អិតសូមចុច៖ http://tinyurl.com/d44lra,neutral
_iscool ខ្ញុំមានដ្រាយ 320GB ក្នុង MB របស់ខ្ញុំ ជាមួយនឹងទំហំផ្ទុក 6GB ឥតគិតថ្លៃ... និងទំហំផ្ទុកខាងក្រៅ 1.5TB ភ្ជាប់ជាអចិន្ត្រៃយ៍នៅពេលនៅផ្ទះ,neutral
បាទ តើអ្នកមានអារម្មណ៍អ្វីទាំងអស់?ខ្ញុំចាំថាខ្ញុំកំពុងសម្លឹងមើលលេខទូរសព្ទរបស់គាត់ ហើយថា **** កំពុងតែក្អកពេញនោះ។,negative
HOMIEEEEEEEEEEE របស់ខ្ញុំជាអ្វី????ខ្ញុំនឹកអ្នកនៅយប់មិញ ខ្ញុំសង្ឃឹមថាអ្នកនៅយប់នេះ។ខ្ញុំនឹងវាយអ្នកឡើង CUTIE,neutral
យ៉ាខ្ញុំរងទុក្ខពេញមួយថ្ងៃកាលពីម្សិលមិញ។ជួបពេទ្យធ្មេញ ហើយមានអារម្មណ៍ធូរស្រាលបន្តិច។ខ្ញុំនៅតែមើលទៅដូចជា balboa ថ្ម,neutral
រូបភាពឬវាមិនដែលកើតឡើង។,neutral
សូមទោស ខ្ញុំសរសេរខុសពីរដងហើយ។ខ្ញុំមិនបោះបង់អ្នកទេ គ្រាន់តែត្រូវរត់?http://blip.fm/~5jjxr,negative
ប៉ុន្តែគាត់គួរឱ្យស្រឡាញ់ណាស់។,positive
យល់ព្រមឥឡូវនេះខ្ញុំអាចវាយស្មៅ។សូមអរគុណ,positive
_carter វីដេអូត្រូវបានកំណត់ទៅជាឯកជន,neutral
ខ្ញុំបាននិយាយជាមួយ Kat ថាវាឆ្កួត,negative
មិនឆ្លងពួកវាទេ..ខ្ញុំគ្រោងនឹងទិញឡាំបូនៅរដូវក្តៅនេះ កន្លែងឈប់បន្ទាប់ pitsvillle baby...=people carrier,neutral
ត្រឡប់មកធ្វើការវិញ។,neutral
ទារកខ្ញុំគ្រាន់តែ **** នៅជុំវិញ!គ្រាន់តែធុញ!មិនចាំបាច់បារម្ភទេ។,neutral
ខ្ញុំកំពុងបង្កក,neutral
**** ខ្ញុំចាប់អារម្មណ៍ធ្វើការជាមួយ Care2 ប៉ុន្តែខ្ញុំមិនរស់នៅក្នុង SF ទៀតទេ,neutral
អរុណសួស្តី អ្នកបោះជំរុំ ខ្ញុំមិនមែនជាខ្លាឃ្មុំដ៏រីករាយទេ ព្រឹកនេះ មានសុបិនអាក្រក់នៅពេលយប់ ហើយខ្ញុំបារម្ភ។,neutral
ទើបតែបញ្ចប់ការកាត់ស្មៅ។,neutral
ស្ទើរតែរត់លើសត្វខ្លានៅលើមេរៀនបើកបរ Baws ។,neutral
កូនប្រុសរបស់ខ្ញុំនឹងឆ្កួតសម្រាប់ Falcon,neutral
ថ្ងៃទី 26 aw man វាមិនមែនទេ។,neutral
ឥឡូវនេះខ្ញុំក្រៀមក្រំព្រោះខ្ញុំប្រហែលជាមិនដែលឃើញ Fleetwood Mac ទេ។,negative
ខ្ញុំរីករាយដែលអ្នកតូច Prissy ធ្វើបានល្អ។វាច្បាស់ណាស់ថាអ្នកស្រឡាញ់នាងប៉ុណ្ណាជាមួយនឹងការព្យាបាលដែលនាងទទួលបាន,positive
មើលបុរសខ្មៅ 2 សូមជូនពរអ្នកម្តាយទាំងអស់រីករាយថ្ងៃបុណ្យម្តាយ,positive
សួស្តី!សំណាងល្អសម្រាប់ mtvawards ខ្ញុំប្រាកដថាអ្នកនឹងឈ្នះ!ខ្ញុំសង្ឃឹមថា!ខ្ញុំស្រឡាញ់ការងាររបស់អ្នក!តើអ្នកនិយាយភាសាអេស្ប៉ាញទេ?ថែរក្សា,positive
ទើបតែទទួលបានការហៅទូរស័ព្ទពី Realtor របស់ខ្ញុំថាខ្ញុំមានការបង្ហាញមួយទៀតនៅថ្ងៃអាទិត្យ។មិនមានការផ្តល់ជូននៅឡើយទេ ប៉ុន្តែយ៉ាងហោចណាស់មានការចាប់អារម្មណ៍ច្រើន។,positive
_ម៉ារីស ខ្ញុំដឹង។ខ្ញុំនឹងត្រូវទទួលបានឆាប់ៗនេះ,neutral
ពិត​ជា!ខ្ញុំមានផ្នែក 'ទិដ្ឋភាពរបស់គាត់' នៅលើគេហទំព័ររបស់ខ្ញុំ .. ខ្ញុំដឹងថាអ្នករវល់ ប៉ុន្តែអ្នកស្វាគមន៍ចំពោះការបង្ហោះជាភ្ញៀវច្រើនជាង,neutral
aww bless haha ​​ថមដ៏គួរឱ្យស្រឡាញ់របស់អ្នក។,positive
ខ្ញុំមានឱកាសរបស់ខ្ញុំ ហើយបានផ្លុំវា ឥឡូវនេះខ្ញុំត្រូវរងនូវផលវិបាក .. gnite tweeps,negative
សូមទោស Mike សន្មត់ថាវាជាតន្ត្រីដែលបាត់.. ខ្ញុំមិនដឹងទេ.. អាថ៌កំបាំងមួយ..,negative
ហេហេ - អំពី NZ ជាកន្លែងវេទមន្តបំផុតនៅលើផែនដី។,positive
លេង bejewled នៅលើ facebook .. **** it i want a highscore!,negative
