text,target
មានការកៀគរថវិកាជួយសមរភូមិមុខ,positive
សមរភូមិកំពុងជួបការលំបាកដោយសារការឈ្លានពាន,negative
សប្បុរសជនជាច្រើនបានចូលរួមបរិច្ចាគ,positive
សហព័ន្ធលក់ឯកសណ្ឋានក្នុងតម្លៃ៥ដុល្លារ,neutral
ថវិកានេះចូលរួមមូលនិធិមនុស្សធម៌,positive
បេសកជនពិសេសចិនបានបញ្ចប់ទស្សនកិច្ចការទូត,neutral
ដំណើរទស្សនកិច្ចធ្វើឡើងចាប់ពីថ្ងៃទី១៨ដល់២៣ធ្នូ,neutral
បេសកជនទៅកាន់កម្ពុជានិងថៃ,neutral
គោលបំណងដើម្បីសម្របសម្រួលជម្លោះព្រំដែន,neutral
ចិនគាំទ្រកិច្ចខិតខំរបស់អាស៊ាន,positive
ចិនគាំទ្រតួនាទីក្រុមអ្នកសង្កេតការណ៍,positive
ក្រុមអ្នកសង្កេតការណ៍ត្រួតពិនិត្យបទឈប់បាញ់,neutral
ចិនមានឆន្ទៈបង្កើតវេទិកាសម្រាប់ការសន្ទនា,positive
ការសន្ទនារវាងភាគីទាំងពីរត្រូវបានលើកទឹកចិត្ត,positive
ចិនសង្ឃឹមឲ្យកម្ពុជានិងថៃស្វែងរកចំណុចកណ្ដាល,positive
ភាគីទាំងពីរត្រូវខិតខំស្តារទំនុកចិត្តឡើងវិញ,positive
គោលដៅគឺសន្តិភាពនៅតាមព្រំដែន,positive
បេសកកម្មសង្គមស៊ីវិលចិនលើកកម្ពស់សុខភាពកុមារ,positive
ទំនាក់ទំនងកម្ពុជា-ចិនមានលក្ខណៈបេះដូងនិងបេះដូង,positive
សកម្មភាពមនុស្សធម៌បានជួយកុមារកម្ពុជារាប់ពាន់នាក់,positive
កម្មវិធីពិនិត្យជំងឺបេះដូងកុមារត្រូវបានអនុវត្ត,positive
ក្រុមគ្រូពេទ្យចិនបានមកពិនិត្យសុខភាព,positive
កុមារត្រូវបានបញ្ជូនទៅវះកាត់ដោយឥតគិតថ្លៃ,positive
ការវះកាត់ធ្វើនៅមន្ទីរពេទ្យទំនើបក្នុងប្រទេសចិន,positive
កុមារកម្ពុជាទទួលបានជីវិតទីពីរ,positive
គម្រោងនេះផ្តល់សេចក្ដីសង្ឃឹមដល់គ្រួសារ,positive
មានកុមារជិត៨ម៉ឺននាក់បានពិនិត្យសុខភាព,positive
កុមារ១២៤នាក់ទទួលបានការវះកាត់,positive
អង្គការចិនបន្ថែមបានគាំទ្រកម្មវិធីនេះ,positive
សកម្មភាពនេះមានគុណតម្លៃមហាសាល,positive
សុខភាពកុមារជាគ្រឹះនៃអភិវឌ្ឍន៍ជាតិ,positive
ឥណ្ឌូណេស៊ីរឹតបន្តឹងការនាំចូលសម្លៀកបំពាក់ប្រើរួច,neutral
ការអនុវត្តច្បាប់ធ្វើឲ្យមានការព្រួយបារម្ភ,negative
វិធានការនេះប៉ះពាល់ដល់ជីវភាពរស់នៅ,negative
ការបង្រ្កាបផ្តោតលើទីផ្សារសម្លៀកបំពាក់មួយទឹក,neutral
អ្នកលក់ប្រឈមអនាគតមិនច្បាស់លាស់,negative
អ្នកទិញបាត់ឱកាសទិញតម្លៃសមរម្យ,negative
ឆ្នាំ២០២៤ឥណ្ឌូណេស៊ីនាំចូលសម្លៀកបំពាក់៣៨០០តោន,neutral
អាជ្ញាធរព្រមានវិធានការតឹងរ៉ឹង,negative
អ្នកនាំចូលអាចត្រូវហាមប្រាមអស់មួយជីវិត,negative
សម្លៀកបំពាក់តម្លៃទាបធ្លាប់ពេញនិយម,neutral
សម្លៀកបំពាក់ភាគច្រើនត្រូវបាននាំចូល,neutral
ស្វាយចន្ទីកែច្នៃកម្ពុជា១២តោនត្រូវបាននាំចេញ,positive
ការនាំចេញទៅហ្ស៊កដានីជាលើកដំបូង,positive
នេះជាជោគជ័យនៃការពង្រីកទីផ្សារថ្មី,positive
ក្រុមហ៊ុន Ample ជាក្រុមហ៊ុននាំចេញ,neutral
ទីផ្សារ Middle East ជាទីផ្សារថ្មីសម្រាប់កម្ពុជា,positive
ក្រុមហ៊ុនធំមួយបានទិញស្វាយចន្ទីពីកម្ពុជា,positive
ស្វាយចន្ទីកម្ពុជាមានគុណភាពល្អ,positive
គ្រាប់ធំស្អាតនិងមានរសជាតិឆ្ងាញ់,positive
កម្ពុជាមានសក្ដានុពលផ្គត់ផ្គង់បរិមាណធំ,positive
ក្រុមហ៊ុនផ្តោតលើស្តង់ដាសុវត្ថិភាពអាហារ,positive
ការនាំចេញបន្ទាប់ពីចូលរួមពិព័រណ៍អាល្លឺម៉ង់,neutral
ពិព័រណ៍នេះជាពិព័រណ៍អាហារធំបំផុតនៅអឺរ៉ុប,neutral
មានការគាំទ្រពីក្រសួងពាណិជ្ជកម្ម,positive
ការបញ្ជាទិញនេះជាការបញ្ជាទិញសាកល្បង,neutral
រំពឹងមានការបញ្ជាទិញបន្តនៅឆ្នាំ២០២៦,positive
កម្ពុជាដាំដុះស្វាយចន្ទីលើផ្ទៃដី៦៣ម៉ឺនហិកតា,neutral
ទិន្នផលស្វាយចន្ទីរហូតដល់៩៥ម៉ឺនតោនក្នុងមួយឆ្នាំ,neutral
កម្ពុជាជាប្រទេសផលិតចន្ទីស្រស់លំដាប់ទី២ពិភពលោក,positive
រាជរដ្ឋាភិបាលមានគោលដៅកែច្នៃស្វាយចន្ទី៥០ភាគរយ,positive
